serial_number,asset_tag_id,device_name,mac_address,manufacturer,model,hardware_specs,attached_peripheral_devices,asset_category,asset_subcategory,related_po_number,vendor,purchase_date,purchase_cost,cost_center,warranty_term,warranty_expiry_date,support_agreements,assigned_user,recently_logged_in_users,last_found_ip_address,assigned_location,discovered_location,lifecycle_status,technical_sme,installed_os,installed_software,related_it_tickets,maintenance_count,environmental_conditions,hardware_specs_quality,asset_age_days,under_warranty,days_since_last_login,num_installed_software,hardware_power_score,location_match
c84a02f2-4c85-4abe-b61b-6dab31304318,8003a89f-3cd6-4b87-a614-fa57b2ae8e68,want,56:3c:3f:04:05:4b,hp,modela,"16GB, 1TB HDD, Intel i5/NVIDIA RTX 2060",Monitor,laptop,ultrabook,22a44b17-933d-4c58-8a34-9caf33053ab2,whitaker plc,2020-02-23,3849.52,finance,1 years,2021-02-23,Basic Support,samuel campbell,"Sarah Beck, Alexis Reyes, Emily Olson",2.86.127.24,los angeles,los angeles,In Maintenance,robert brown,windows 11,Visual Studio,832b54b6-7d7e-41f6-9fa9-fdebbb42f9c2,1,high,medium,1602,0,,1,6,1
7e626ace-83b2-485b-844b-739f8fc05826,dd8f1038-a9f6-4efd-9d04-e6d2ad0ae20b,not,c6:44:0d:7e:7d:94,lenovo,modelb,"32GB, 1TB HDD, Intel i7/NVIDIA RTX 2060",Keyboard,switch,managed,cb5d4f28-5eef-4f83-94a0-17ee2373e801,"rodriguez, davidson and mahoney",2022-08-10,2211.48,finance,1 years,2023-08-10,Extended Support,robert torres,"Eddie Nguyen, Elizabeth Doyle DVM, Jeffrey Garcia",174.254.141.197,san francisco,san francisco,In Maintenance,john doe,macos,Visual Studio,8759f45c-0fbe-438a-bb56-433983525962,4,high,medium,703,0,,1,8,1
040771fe-13fc-4647-a15f-97d4db667f8b,13c7d8c8-a961-44b8-9f4f-865ddd7ddcc0,act,1a:a2:9c:c6:85:e4,lenovo,modelb,"32GB, 256GB SSD, Intel i7/AMD RX 580",Mouse,router,wireless,225ca570-c117-43d3-b104-cc20fc7b473f,"harris, mclaughlin and jackson",2023-01-18,3380.75,it,3 years,2026-01-18,Basic Support,alicia whitaker,"Candice Mathews, Jimmy Craig",110.175.121.83,new york,san francisco,Active,jane smith,windows 10,Zoom,26e3d561-fc63-40a6-8f4a-291fb0403aea,5,low,medium,542,1,,1,7,0
f3c545bf-52ab-4aff-9c1c-cc70cc55e926,dff46858-c8fc-4768-8b43-ecfb07d97442,sort,28:2f:da:d8:b3:2b,canon,modeld,"16GB, 1TB HDD, AMD Ryzen 7/NVIDIA GTX 1650",Printer,printer,laser,b174b1c6-ed32-4221-b639-bd9e81ea3e30,oconnor-ross,2021-09-25,1265.19,hr,2 years,2023-09-25,Basic Support,susan james,Tamara Carter,33.4.151.87,san francisco,new york,In Maintenance,emily davis,linux,"Visual Studio, Adobe Photoshop",e33e6644-af9a-4dd1-9d2f-1230a2b4cc72,0,low,medium,1022,0,,2,6,0
da458691-a7ac-4a26-88c2-bd879fb9c401,78955241-cd9b-491f-9e52-3afed0956c80,production,e8:3f:03:6e:7b:f6,apple,modela,"8GB, 1TB HDD, AMD Ryzen 7/NVIDIA GTX 1650",Keyboard,switch,unmanaged,0928b7c8-1a42-4294-b1fc-282c8d4ff462,riley-joyce,2020-10-07,3599.77,it,2 years,2022-10-07,Basic Support,judy miller,Allison Rodriguez,219.78.7.76,new york,los angeles,In Maintenance,jane smith,linux,"Visual Studio, MS Office, Adobe Photoshop",d68979f2-3bdb-48b2-b7b8-89a60caa057f,4,high,low,1375,0,,3,5,0
88685ed0-c48d-4519-af98-9ec641c10c19,1a443b92-3c49-4984-a169-064021911cbf,forward,76:4a:82:fd:b9:b0,dell,modelc,"8GB, 512GB SSD, Intel i7/NVIDIA RTX 2060",Mouse,desktop,all-in-one,726ab0be-bcb2-46f6-97e9-9fc67ca31e77,whitaker-carey,2024-02-22,2903.91,finance,1 years,2025-02-22,Extended Support,melanie nash,"Matthew White, Marissa Hughes, Antonio Craig",171.248.71.160,san francisco,chicago,Active,emily davis,linux,"Visual Studio, Zoom",76f16a67-7f27-4141-bbed-f8c9dfefbf20,3,low,low,142,1,,2,7,0
a9a1c483-b13d-4a88-a3e6-2a8e28c57b7a,a365c14f-8904-4ac0-b00c-91d8e2f48df6,travel,4c:48:65:b9:c3:f9,hp,modelb,"32GB, 256GB SSD, Intel i5/NVIDIA RTX 2060",None,switch,managed,f3d95336-3bd8-4cb4-80bd-5c2fe744a815,walker inc,2019-12-16,2894.44,hr,3 years,2022-12-16,Basic Support,henry logan,"Christopher Whitehead, Bradley Orozco DDS",41.10.50.182,san francisco,san francisco,In Maintenance,jane smith,macos,Adobe Photoshop,6b58fada-17da-4700-829a-72e5bee6c875,3,high,high,1671,0,,1,7,1
48abc6cc-00cf-4d37-a92b-95734fe9687e,2ede2982-3b87-47e7-8624-89cd75def13b,allow,a8:8f:de:0e:ba:8b,canon,modeld,"8GB, 1TB HDD, AMD Ryzen 5/NVIDIA GTX 1650",Monitor,printer,inkjet,23bdb01b-3eeb-447c-936c-36bb71c56a73,rivera plc,2020-05-31,1564.12,marketing,2 years,2022-05-31,Basic Support,kathleen hill,"Stephen Lopez, Laurie Oliver, Craig Calderon",133.94.235.51,san francisco,chicago,Decommissioned,john doe,windows 11,"MS Office, Visual Studio",d041595d-cfd2-40a1-8939-dc0b91e7a7e8,1,medium,medium,1504,0,,2,4,0
ef0457bc-ec90-4273-965b-000a82ee889c,c7454a00-56af-4997-b150-5bab2b7dce40,debate,b8:09:29:1e:80:ac,lenovo,modelb,"8GB, 512GB SSD, AMD Ryzen 7/NVIDIA GTX 1650",None,switch,managed,b0050bfa-8de7-4b10-a9b2-0dc29e9f3403,"finley, edwards and miller",2022-01-29,4931.93,finance,3 years,2025-01-29,Basic Support,emily ross,"Sara Scott, Tina Mcmillan",170.54.217.60,new york,new york,Active,john doe,linux,"Adobe Photoshop, MS Office",221058e7-ca5d-4c35-b45e-27b805076c7c,1,high,low,896,1,,2,6,1
25d1e3c7-dea2-41b2-87b8-be5698a2ba1f,30fdf422-81dd-4745-9c98-33d4129bba10,thought,3c:ff:e5:32:d3:4a,hp,modelb,"16GB, 256GB SSD, Intel i5/AMD RX 580",Monitor,server,rack,7276ce36-777c-425a-9685-2fb936fbb129,"adams, davis and salas",2021-11-22,2667.49,it,3 years,2024-11-22,Basic Support,brandon sanders,"Mary Branch, Douglas Cabrera, Marc Turner",75.167.180.49,new york,new york,Active,john doe,linux,Zoom,5381ba77-969d-4bb2-a3cf-ff18b6202f2d,5,low,high,964,1,,1,5,1
52b49336-da42-4e4e-8d51-63cd08d3f16d,42bd89d7-7cf0-4b32-9d43-5f1347dd89a2,story,a2:47:63:80:02:a7,cisco,modelc,"8GB, 256GB SSD, AMD Ryzen 5/AMD RX 580",Printer,desktop,mini pc,41b74233-246a-48cd-8f9b-cd6c93f40a2d,"snyder, pruitt and bishop",2023-10-28,2509.99,it,3 years,2026-10-28,Extended Support,veronica hart,Eric Mckinney DVM,79.154.60.74,los angeles,los angeles,Active,john doe,macos,"Visual Studio, Adobe Photoshop, Zoom",f643650f-42a4-4f8d-ab0a-afd25f487129,2,high,medium,259,1,,3,4,1
2cb718af-1827-4b61-b358-644156ee0605,a4d6718b-4d17-4b47-a521-1262fdcdda39,development,1a:e1:e4:c9:63:1b,lenovo,modelb,"32GB, 512GB SSD, Intel i5/AMD RX 580",Mouse,server,rack,f1064746-9f0a-4663-a426-4544ddd1d856,berg-frey,2023-08-16,2335.77,finance,2 years,2025-08-16,Basic Support,jessica hull,"David Armstrong, Kyle Bartlett, Natalie Wagner",132.196.193.82,new york,new york,Active,emily davis,macos,"MS Office, Visual Studio",58de8cc2-e797-4152-95e0-3129ada4f0a4,1,medium,low,332,1,,2,7,1
e60be3d4-b6d8-4de6-9ed0-36d2bdac283c,e215ee5e-ea14-4999-8dbd-a2600cfe8a58,heavy,dc:ca:af:08:81:bc,canon,modela,"8GB, 1TB HDD, Intel i5/NVIDIA RTX 2060",Printer,laptop,ultrabook,2b24f4b2-046d-49ce-a7e6-f615b72514b5,"kim, martinez and herring",2023-10-26,3040.77,finance,2 years,2025-10-26,Extended Support,james cain,"Andrew Parks, Kathy Ford, Michael Jones",36.119.79.51,los angeles,new york,Active,john doe,windows 11,"Visual Studio, MS Office, Zoom",3dd3f2fa-9db1-4dc9-9196-27515b801ef0,2,high,medium,261,1,,3,5,0
3935a35e-e155-4e5c-a833-6491c31bed5e,3fe0ef1e-b98f-481d-a543-61f6d0e517e2,card,ec:3e:2f:f0:e2:5f,netgear,modelc,"8GB, 256GB SSD, AMD Ryzen 7/NVIDIA GTX 1650",Mouse,printer,laser,220d3e14-3e34-48a0-9122-db331f5884f0,davidson inc,2022-09-23,1074.99,finance,2 years,2024-09-23,Extended Support,brandi friedman,"Rachel Browning, Jordan Bowen, Marie Gay",34.78.16.127,chicago,chicago,Active,jane smith,windows 10,"Visual Studio, Adobe Photoshop",de59a87e-a3d0-408e-9ff3-c972ae9a74ef,4,high,high,659,1,,2,5,1
6a6f8507-91e7-4c45-b48d-929670f038bd,575bd3f2-1fd0-45c7-a990-65a6f3221a1e,suffer,6c:9b:67:09:bd:4d,canon,modela,"16GB, 1TB HDD, AMD Ryzen 7/NVIDIA RTX 2060",Keyboard,printer,inkjet,be347134-50c8-4ea8-856e-430fa6b804fc,"smith, mitchell and byrd",2022-11-27,4255.85,finance,3 years,2025-11-27,Extended Support,amber elliott,"Brenda Mays, Dwayne Klein, Dylan Nelson",216.95.66.161,chicago,san francisco,Active,emily davis,windows 10,"Zoom, Visual Studio, Adobe Photoshop",74ad64fd-b112-42fe-ab31-e318102f894f,5,medium,low,594,1,,3,7,0
77518124-cedb-4629-997b-eccab7e0128a,c729e5dc-b737-4ce5-9ac2-95fac60bd92a,situation,9a:52:46:10:db:ad,apple,modelc,"16GB, 512GB SSD, Intel i5/AMD RX 580",Mouse,router,wireless,b5a50f89-d829-47e4-8d95-d1555cf3d3d8,"thomas, sanders and burke",2023-01-11,3826.22,hr,1 years,2024-01-11,Extended Support,terri cherry,"Mason Porter, Austin Mcmahon, Steve Martinez",116.13.160.244,chicago,chicago,In Maintenance,john doe,macos,Adobe Photoshop,df29d665-6b7a-4653-960d-61c7fb01b420,4,medium,low,549,0,,1,6,1
1d7dc933-de57-4691-a035-9ad663eaebbd,c72562fe-7199-41f0-9de2-d2c1ccad2901,act,54:67:e2:8d:88:da,hp,modelc,"16GB, 512GB SSD, AMD Ryzen 7/NVIDIA RTX 2060",Printer,printer,laser,359b6569-0d66-4202-ba87-910bb87ba4fb,lee-cox,2022-08-28,3733.06,marketing,1 years,2023-08-28,Extended Support,kristen miller,Douglas Roberts,66.44.101.254,san francisco,los angeles,In Maintenance,john doe,macos,"Adobe Photoshop, Visual Studio, Zoom",b8dc5126-2abd-4451-bcee-01cc9a6f4954,5,medium,high,685,0,,3,8,0
3a89ed9f-bfa5-4cc5-a2a2-a23560a6cf5c,ed3c6374-0964-43bb-a3fe-6cf2716ab9ed,east,a4:a6:b3:ef:0e:23,dell,modelb,"32GB, 512GB SSD, Intel i5/NVIDIA RTX 2060",Printer,router,wired,22521905-02ce-4cec-bc1d-fd9c0d48bb26,wilson group,2024-02-03,4087.26,hr,1 years,2025-02-03,Basic Support,ian monroe,Aaron Davis,61.66.192.160,chicago,san francisco,In Maintenance,john doe,windows 11,Visual Studio,23193bda-3c8c-493e-81c5-89c6711df94e,2,medium,high,161,1,,1,8,0
eb33b337-6f13-4f6d-8d8d-9b6004eb58ac,435aab04-cb7a-425e-b893-e73a33c5ac95,machine,ee:7e:ba:89:d7:6c,cisco,modelc,"8GB, 512GB SSD, Intel i7/NVIDIA RTX 2060",Monitor,server,tower,75380c9f-ea55-4b1f-82ea-3af09165f612,miller-benton,2024-03-05,3204.68,hr,1 years,2025-03-05,Extended Support,brandon miller,Sandra Baker,78.198.239.84,new york,los angeles,Active,jane smith,windows 11,"MS Office, Visual Studio",6ac57fea-6da2-4854-a58a-77039a4abd40,0,medium,low,130,1,,2,7,0
a21038b5-a4d0-42c1-99d9-484e36eb0a2a,76b6de8d-13c9-4660-955c-150a2e3bca97,two,20:fa:71:99:7b:1a,canon,modelb,"16GB, 1TB HDD, Intel i7/NVIDIA RTX 2060",Mouse,server,tower,c5982414-d94a-4203-b72e-b9f5d5856ef4,"brown, morgan and hodges",2021-08-16,1048.45,it,2 years,2023-08-16,Extended Support,denise ellis,"Judy Thompson, Michele Ayala, Steven Perry",105.99.109.237,san francisco,chicago,Decommissioned,john doe,linux,Zoom,1e56e2e8-e46b-499a-8032-f167ff0d7182,2,low,medium,1062,0,,1,7,0
924ce252-c1c4-480b-b9ef-877a699fffe8,ca171c10-20af-4b27-aa34-1fed81549aea,sing,12:e5:d5:d3:9c:f5,apple,modelc,"8GB, 1TB HDD, AMD Ryzen 5/NVIDIA RTX 2060",None,laptop,ultrabook,5ae85b78-f031-450a-aa80-561850bf1a9f,"mitchell, walker and brown",2022-08-24,4584.05,finance,2 years,2024-08-24,Extended Support,norma martin,Jamie Wilson,112.111.94.229,san francisco,new york,Active,jane smith,windows 11,"Adobe Photoshop, Visual Studio",a53c9228-6c7c-4a0b-a51b-ee2aa65561e4,1,high,medium,689,1,,2,5,0
74232691-efb7-4107-8438-9e42aaee5d3f,c51b82f3-3265-4e47-9b2c-6f5edb5bd4ca,security,c8:e5:d0:66:93:86,hp,modeld,"32GB, 512GB SSD, AMD Ryzen 7/AMD RX 580",Monitor,laptop,gaming,d9b737e6-1dbc-4525-91e7-a6aefe5a27f9,adams inc,2020-10-17,3560.24,finance,2 years,2022-10-17,Basic Support,kelly white,"Jasmine Wilson, Angela Lynch",170.188.215.45,san francisco,san francisco,In Maintenance,john doe,windows 10,Visual Studio,fe7b0ad6-0ae2-40f7-a15b-c1380ef628a3,5,low,low,1365,0,,1,8,1
ca2a0089-93c9-430e-bc1a-3c95fab0c409,ff3a451b-3696-4867-843b-77f81aa98899,bank,76:3b:42:bb:e9:28,netgear,modela,"8GB, 1TB HDD, Intel i7/AMD RX 580",Mouse,switch,managed,05884728-1a53-41d8-8d4c-fefedbeb54e8,brown-johnson,2021-07-26,1255.06,marketing,3 years,2024-07-26,Basic Support,elaine williams,"Jennifer Barnes, Elizabeth Padilla",195.45.39.46,san francisco,los angeles,Active,jane smith,macos,"Zoom, MS Office",572cbe35-6a72-4eef-a099-4b41420695e7,1,high,low,1083,1,,2,5,0
60b4b6f3-8830-4c2e-beff-6081d9ad2989,bd8d2899-ce98-4ad5-9d62-6d0f0352cb29,identify,0c:b7:29:f5:0d:2d,dell,modelb,"16GB, 1TB HDD, Intel i5/NVIDIA GTX 1650",Keyboard,server,blade,b2e1f3d6-e9d5-4e59-b23c-b4b89d82753f,"edwards, pennington and garza",2019-07-25,2744.88,finance,2 years,2021-07-25,Basic Support,matthew smith,"Stacy Bradley, Michelle Hinton, Chelsea Jones",133.17.168.30,new york,new york,In Maintenance,robert brown,windows 10,Zoom,3f30021a-63bc-41c6-b519-d5853fcd8e44,1,high,high,1815,0,,1,5,1
5ae474d7-3d37-4c19-a8ee-dfdc17f2ab42,427cad38-8aeb-49ed-95a2-21c5b3368257,community,e6:99:98:4a:ea:a7,lenovo,modelc,"32GB, 512GB SSD, AMD Ryzen 7/AMD RX 580",Printer,laptop,business,b8479f64-5b01-4935-b3c6-010d482518ba,"moore, alvarez and ramirez",2021-01-25,1709.25,finance,3 years,2024-01-25,Basic Support,jessica johnson,"Gerald Mercer, Scott Hernandez, Stacey Johnson",145.33.35.206,san francisco,los angeles,In Maintenance,jane smith,windows 10,"Adobe Photoshop, Visual Studio",61536ce4-76d0-459b-bbb2-04e937a2e39e,5,low,medium,1265,0,,2,8,0
4a3c933c-2a6c-49dc-bf78-822d49cfc75a,f5647379-09aa-468e-b855-dbc215ab0d55,usually,c0:d8:f5:1e:c4:d3,hp,modelc,"8GB, 256GB SSD, AMD Ryzen 7/NVIDIA RTX 2060",Mouse,laptop,ultrabook,3e61229d-fb13-49e1-809f-d28c8656b24d,newman-dalton,2024-02-05,3708.11,finance,3 years,2027-02-05,Basic Support,teresa martin,Rebecca Palmer DDS,122.227.224.64,chicago,san francisco,In Maintenance,robert brown,windows 10,Zoom,621f9159-e4cc-4e87-96a4-82fd6234cb52,1,medium,medium,159,1,,1,6,0
45ca1d2c-1e50-4179-9d41-b5f7fd9a51c1,b71c684a-506a-4f4d-87bf-28f851155c5c,wide,3e:32:0d:fe:3d:aa,apple,modeld,"8GB, 256GB SSD, Intel i7/NVIDIA RTX 2060",Monitor,server,blade,d3f750df-fe2d-4df7-baf8-e49667384da5,castro and sons,2021-04-21,3429.43,finance,3 years,2024-04-21,Basic Support,tiffany ramsey,"Richard Mendez, Misty Hanson, Jennifer Olson",89.44.206.198,los angeles,san francisco,In Maintenance,emily davis,windows 11,Visual Studio,b85320e2-5015-442a-9aa1-566e078e38e3,5,medium,low,1179,0,,1,6,0
1a707ea7-f86b-4604-aaaf-18d9c8f732af,cd22474a-c27b-427e-98f3-1b271ba89125,relate,04:d2:2e:43:b7:8b,netgear,modela,"32GB, 512GB SSD, AMD Ryzen 7/NVIDIA RTX 2060",Monitor,printer,laser,7fbf2917-bd6c-4c05-97c7-63615fda637e,sutton and sons,2019-07-26,2414.26,finance,2 years,2021-07-26,Extended Support,dakota wilkerson,"Steve Wilson, Regina Reynolds",78.30.190.129,los angeles,chicago,In Maintenance,emily davis,windows 11,Zoom,dce00047-7951-4c58-b88a-4187acbb67c2,2,high,high,1814,0,,1,9,0
ec9b4d94-bb0b-4ca6-a270-c121b9491135,a3c4d4c2-759f-47f2-ad56-5dc49d211e25,debate,00:16:06:b7:10:e4,netgear,modelc,"8GB, 256GB SSD, AMD Ryzen 5/NVIDIA RTX 2060",Printer,laptop,ultrabook,98b78484-7095-408c-a4d6-cad179cc0c72,evans-harrell,2022-11-28,4338.14,hr,1 years,2023-11-28,Basic Support,raymond thomas,"Jordan Collins, Daniel Mcclain, Lindsey Johnson",55.68.5.159,san francisco,new york,Decommissioned,emily davis,windows 10,"MS Office, Visual Studio, Adobe Photoshop",8b529092-9c25-4475-9e16-a97348bb0400,1,medium,high,593,0,,3,5,0
0994a162-2f23-42c5-8398-46f445340a6f,6d33914f-fc61-4708-be2c-ab33fb3ca139,growth,90:7c:70:88:c2:1c,netgear,modelc,"16GB, 1TB HDD, Intel i5/NVIDIA RTX 2060",Monitor,server,rack,82e55065-9894-444e-bda8-0fa26d6a34a8,anderson ltd,2021-06-23,3526.58,it,3 years,2024-06-23,Basic Support,dustin hamilton,"Cameron Yang, John Jones, James Miller",187.135.42.30,chicago,los angeles,Decommissioned,jane smith,linux,"Adobe Photoshop, Visual Studio, MS Office",fffca37a-9f1d-4bef-9806-c013fa9633a9,3,medium,medium,1116,0,,3,6,0
dd44d34d-defb-4321-9272-f6a3e77052bf,c5cf803a-e21b-407e-8eb2-ded716a67258,politics,b6:2a:44:ff:f6:89,apple,modelb,"8GB, 512GB SSD, Intel i5/NVIDIA RTX 2060",Printer,switch,unmanaged,005e2f74-502b-4567-bd6a-8827f18e5367,davis-marquez,2020-05-09,4813.1,it,2 years,2022-05-09,Basic Support,daniel neal,"Bryan Watts, Zachary Randolph",146.104.79.118,los angeles,san francisco,Decommissioned,emily davis,windows 11,MS Office,e10d3e44-e5b1-4975-9690-9448c626b0d3,1,medium,medium,1526,0,,1,6,0
cb5d6405-ada9-4f91-8e14-e7d0ca7b3992,8397f22c-1470-421f-9d43-98d026ad2816,improve,80:83:76:9a:f4:c7,hp,modeld,"8GB, 512GB SSD, AMD Ryzen 5/NVIDIA GTX 1650",Keyboard,server,tower,fb7e2150-c6be-48b2-af06-ca9f593ec025,simpson llc,2023-11-13,3019.36,marketing,3 years,2026-11-13,Basic Support,heather kline,"Mackenzie Howell, Michael Gilmore",111.241.213.135,los angeles,san francisco,Active,jane smith,macos,MS Office,ef61a43f-d1a7-4c1c-b0c6-fcd1c84e74c9,0,high,medium,243,1,,1,5,0
481466eb-63b1-4d06-b87b-48f41dc16099,d3766eba-ec72-4961-817d-d9a4fe334736,home,ea:33:70:fe:eb:61,cisco,modela,"16GB, 1TB HDD, Intel i5/NVIDIA GTX 1650",Keyboard,router,wired,5c19a46a-e0e2-4882-b06b-f9e4bd75cc0b,jennings ltd,2021-04-12,4320.75,marketing,2 years,2023-04-12,Basic Support,matthew mcmillan,"Aaron Ramos, Theresa Vincent, Thomas Goodwin",11.15.80.212,new york,los angeles,In Maintenance,emily davis,windows 10,"Zoom, Adobe Photoshop, Visual Studio",f613cb59-b08d-4148-874c-fd5d1da568c8,1,high,high,1188,0,,3,5,0
3b4fd44a-aa2d-426b-a6eb-40a92c971070,51646342-05d8-4b14-a284-c4abe8c23fb0,phone,f2:76:9f:17:74:67,dell,modeld,"16GB, 512GB SSD, AMD Ryzen 7/AMD RX 580",Mouse,switch,unmanaged,34e39d11-9090-459b-855b-d523fd9864ed,"tate, byrd and smith",2020-07-13,2246.72,hr,3 years,2023-07-13,Extended Support,emily tanner,"Shannon Wade, John Morgan, David Smith",122.228.105.29,san francisco,new york,In Maintenance,robert brown,windows 10,"Visual Studio, MS Office",15f3fbbe-cf6b-416e-893e-767cab82061a,3,high,high,1461,0,,2,7,0
93d8afe5-92be-4e99-97e7-3ec69c5a87ef,4d05de32-8b8a-4220-9884-6af473488b7f,point,2a:2e:4f:63:dc:61,canon,modelb,"16GB, 512GB SSD, AMD Ryzen 7/AMD RX 580",Keyboard,desktop,tower,2d764d32-c341-4d7b-8efd-1bea5054377f,wilson-parker,2022-12-11,3078.59,finance,3 years,2025-12-11,Basic Support,tammy robinson,"Jerry Miller, Carlos Burns, Deborah Anderson",106.231.129.168,new york,new york,Active,john doe,linux,Visual Studio,c3225e4c-de00-45e3-b731-d4e565756b98,3,medium,high,580,1,,1,7,1
b91bb790-a2fe-4e34-b389-178c77df3000,ee967e1f-59bb-4a5c-8740-a6fd2f1486e9,their,9a:7b:90:5d:21:06,apple,modelb,"8GB, 512GB SSD, AMD Ryzen 7/NVIDIA GTX 1650",Printer,switch,managed,89c26c4d-9205-4630-9354-47c38e4e8b45,cruz-salas,2024-05-17,2662.25,hr,2 years,2026-05-17,Extended Support,zachary thompson,"Mrs. Julie Johnston, David Howard",106.251.59.125,new york,los angeles,Active,emily davis,linux,Adobe Photoshop,769a09e4-a8d7-4d40-9ada-927b81375cbe,4,high,medium,57,1,,1,6,0
c5e14daa-10f9-415d-9d38-e3d50e117f73,556448aa-7d72-44cd-8a58-f014db56cddb,who,82:74:91:b5:d9:f7,apple,modela,"16GB, 512GB SSD, AMD Ryzen 5/NVIDIA RTX 2060",None,router,wireless,783a9219-e207-4935-8d77-710ffcff68f7,rodriguez group,2022-11-13,2376.28,marketing,2 years,2024-11-13,Basic Support,candice flores,"Brian Grimes, Adriana Brown, Stacy Grant",159.27.136.17,chicago,san francisco,In Maintenance,robert brown,windows 10,Zoom,8870bb87-f960-4104-a124-8bd8832d9392,1,medium,medium,608,1,,1,7,0
2b4c701b-5462-477f-bd2d-a35e3dbcba6f,0cfe46c9-d75a-474b-a8da-2c25611cc707,husband,a2:67:38:70:d5:64,cisco,modelb,"16GB, 1TB HDD, Intel i7/NVIDIA RTX 2060",Monitor,router,wireless,20621e0d-d22d-41c8-94a9-ac37427c6e0a,obrien llc,2020-04-23,4136.5,finance,2 years,2022-04-23,Basic Support,kenneth cooley,Ruth Hill,154.181.247.86,new york,new york,In Maintenance,jane smith,macos,"Visual Studio, MS Office, Zoom",37a05a15-89ae-40a7-9fc3-204c5080240b,1,medium,low,1542,0,,3,7,1
8cbe4cc6-cbc1-4259-8752-0324ec29be78,36bced49-0bd5-4880-aac1-bf81e7c7d54c,serious,40:06:15:57:92:53,dell,modeld,"8GB, 256GB SSD, AMD Ryzen 5/NVIDIA GTX 1650",Printer,switch,managed,427fd890-7d34-4b83-b453-e0a6d497dd78,"johnson, petersen and tyler",2022-10-05,860.4,it,1 years,2023-10-05,Basic Support,andrea bailey,Shawn Baker,217.254.49.250,chicago,chicago,In Maintenance,jane smith,windows 10,Visual Studio,025b3c1f-9054-4af5-8956-473a78c89ba3,5,low,medium,647,0,,1,4,1
bd817c92-3f4c-4387-881d-516bc5ff6f0c,ba628e2c-3659-43ca-a279-3ae6907feb98,american,0a:a9:bd:14:da:6e,apple,modelc,"8GB, 512GB SSD, AMD Ryzen 7/NVIDIA RTX 2060",Monitor,switch,unmanaged,a1698155-39d1-476c-9af8-e3d01e69e10d,orozco-lynch,2019-11-25,1774.92,marketing,2 years,2021-11-25,Extended Support,amanda ibarra,Ivan Love,111.75.138.130,new york,chicago,Decommissioned,robert brown,windows 10,"Adobe Photoshop, MS Office",fa217683-fd18-4e35-8e34-5303e66d2a5e,2,low,medium,1692,0,,2,7,0
04fa488c-e5ea-4c37-8661-abf8b2e04297,1f3c6bd7-c0f7-4b10-8d50-925c2bb38438,water,5c:9e:00:24:b8:4f,dell,modela,"32GB, 1TB HDD, AMD Ryzen 7/NVIDIA RTX 2060",Monitor,switch,managed,06cee964-55e8-45ee-a181-cea332cf7ecd,cook-campbell,2024-07-03,1916.74,hr,1 years,2025-07-03,Basic Support,richard lewis,Rachel Brown,120.227.133.235,san francisco,chicago,Active,jane smith,linux,Adobe Photoshop,a664919e-d55a-4e77-bfcd-49ac962297b6,2,high,high,10,1,,1,8,0
ba522ce3-5288-4bf9-a306-e2c0c66ea241,051209a6-9d2c-4b87-a628-0d334fe972ea,one,b6:cd:76:57:22:46,lenovo,modela,"16GB, 512GB SSD, Intel i5/NVIDIA GTX 1650",Mouse,laptop,ultrabook,4953c774-e430-4899-81f6-9b052cddf865,"mcbride, stewart and davidson",2019-08-02,2153.98,hr,3 years,2022-08-02,Basic Support,scott allen,"Timothy Park, Kelsey Delacruz",120.14.26.79,los angeles,new york,Decommissioned,emily davis,linux,"Adobe Photoshop, Zoom",6bb71ff2-70e1-45c4-bc9d-1170457d24c9,1,medium,medium,1807,0,,2,6,0
1a85699a-72a1-4840-ab79-087cbd3a1d86,a7979982-418d-47a2-8f2d-7445c1d4a480,structure,ea:22:26:e2:a0:ee,dell,modelb,"32GB, 1TB HDD, AMD Ryzen 7/AMD RX 580",Monitor,laptop,ultrabook,a8ed3799-d034-4a39-973c-83ee55431870,"matthews, moore and johnson",2020-06-09,3413.1,it,3 years,2023-06-09,Extended Support,shawn spencer,"Robert Cross, Wyatt Myers III",188.12.248.144,new york,los angeles,In Maintenance,robert brown,linux,"Adobe Photoshop, MS Office, Zoom",d104d62c-a01a-4c59-a3f2-005cba0a4550,5,high,high,1495,0,,3,7,0
fb4acbf5-eb2e-4ddc-acf5-726b5d597083,beea56ab-6f28-4666-b153-4417f3765674,lawyer,ac:1f:13:75:30:bb,netgear,modeld,"32GB, 512GB SSD, Intel i5/AMD RX 580",Keyboard,switch,managed,1df421d8-3187-4499-bad9-0c262d647d77,"smith, andrews and rodriguez",2020-05-29,4827.16,hr,1 years,2021-05-29,Basic Support,jeanne rice,"James Crawford, Gina Perez DVM, Suzanne Hill",185.133.129.92,los angeles,chicago,In Maintenance,robert brown,windows 10,"MS Office, Adobe Photoshop",94c8107a-9b9e-465d-8c60-f60ba262523c,3,high,high,1506,0,,2,7,0
